PROTEIN_U,PROTEIN_V,PUBMED
YGL099W,YJL179W,19536198
YGR059W,YIL119C,22875988
YER090W,YKL211C,14681455
YDL077C,YKL167C,25026036
YAL002W,YDL229W,19536198
YDL088C,YDR192C,18046405
YDR498C,YLR440C,27440402
YBR221C,YJR045C,25792736
YDR064W,YLR015W,31062022
YLL036C,YMR213W,11804584
YCR003W,YER017C,21610694
YJL115W,YPR190C,28096404
YBL072C,YGR159C,31062022
YGR059W,YHR027C,22875988
YDR006C,YOR178C,11283351
YHR121W,YOR293W,31062022
YGR252W,YOL086C,21734642
YJL033W,YLR432W,16429126
YBR009C,YDR499W,11805837
YLR025W,YPR173C,15086794
YGR082W,YHR060W,18467557
YLR289W,YPL022W,10688190
YLR362W,YLR362W,15327964
YDR362C,YMR049C,30593915
YJR091C,YKR105C,11283351
YDR184C,YIR009W,9207794
YGR140W,YJR089W,16923829
YDR194C,YJL109C,29263326
YHR081W,YOR001W,27076633
YBR272C,YPR108W,19446322
YMR033W,YPR034W,24189066
YBR010W,YNL330C,22199229
YMR078C,YNL262W,16429126
YER021W,YOL127W,31062022
YBR009C,YPR104C,22199229
YGL173C,YOR293W,31062022
YLR016C,YLR259C,11805837
YDR392W,YHR099W,15831453
YAR002C,YDL229W,19536198
YBR084W,YPL106C,19536198
YNL227C,YOR361C,19536198
YDL098C,YPR178W,16429126
YIL151C,YKL171W,20489023
YCL010C,YPL254W,27647735
YDL224C,YHR023W,26921299
YMR087W,YPL240C,26804907
YFR024C,YOR247W,19841731
YCL014W,YPR119W,12972503
YFR007W,YPL106C,19536198
YBR181C,YDL046W,31062022
YBR079C,YDL160C,26392412
YDR101C,YER107C,23907389
YDL070W,YLR399C,16429126
YHR077C,YLL026W,19536198
YBR103W,YIL112W,11805826
YAL005C,YBR229C,19536198
YML049C,YPL213W,10369685
YBL072C,YFL002C,31062022
YBR088C,YDL164C,17308348
YER022W,YLR071C,9234719
YDL056W,YHR064C,19536198
YGR104C,YMR230W,16554755
YJR045C,YKL157W,25792736
YMR109W,YOR047C,19841731
YOL021C,YOR076C,16554755
YER112W,YNL147W,16554755
YIL105C,YLR441C,31062022
YCR008W,YDR129C,16554755
YLR347C,YPL256C,22889732
YDR496C,YOR096W,31062022
YGL116W,YJL030W,9461437
YBR031W,YDR450W,31062022
YKL135C,YMR116C,31062022
YDR195W,YER133W,10688190
YLR390W,YOR254C,29659649
YJL168C,YKL050C,22875988
YHR196W,YPL012W,16429126
YAL005C,YHL015W,31062022
YDR179C,YIL071C,16554755
YMR048W,YPL031C,16319894
YHR121W,YPL235W,26831523
YGL246C,YLL045C,16429126
YDR177W,YLL039C,19620964
YLR058C,YLR085C,16554755
YDR457W,YJR094W,27552055
YDR381W,YMR138W,9520439
YBR160W,YOR204W,24374311
YGR090W,YPR190C,28096404
YAL011W,YAL011W,14690608
YNL175C,YOR096W,31062022
YDR238C,YHR200W,18757749
YBR152W,YDL098C,28335716
YML063W,YNL209W,19536198
YHR120W,YNL064C,19536198
YOR362C,YPR103W,17892321
YGL122C,YHR027C,33137177
YGR103W,YHR197W,24312670
YDR190C,YDR334W,28068333
YBL093C,YHR121W,16554755
YGL222C,YJR091C,11283351
YDL229W,YLR399C,19536198
YDL147W,YOR157C,21289098
YDR447C,YPR144C,28244370
YJL001W,YML092C,14759368
YHL025W,YLR320W,26849847
YGR215W,YMR188C,16554755
YNL007C,YNL007C,18467557
YDL042C,YDR224C,17043313
YDR145W,YDR418W,21734642
YAR007C,YJL034W,11805837
YJL008C,YOL127W,31062022
YDR166C,YJL138C,16554755
YDR262W,YDR454C,11283351
YJL011C,YPR190C,16554755
YDR088C,YDR110W,11290703
YNL248C,YOR341W,16554755
YAL005C,YKL081W,19536198
YBL047C,YPL204W,11805837
YER025W,YOR361C,21280672
YEL037C,YGR246C,30593915
YBR189W,YKL204W,25973932
YNL209W,YNL297C,19536198
YNL209W,YPL019C,19536198
YER110C,YJL115W,17507373
YMR022W,YMR075W,14690591
YDL116W,YJL117W,11805837
YBR087W,YNL088W,11805826
YHR030C,YOL123W,20489023
YGL259W,YJL070C,11283351
YFL045C,YHR200W,17499717
YBR105C,YLR340W,16429126
YBL004W,YBR251W,11805826
YDR334W,YNL107W,20332092
YBR198C,YLR055C,21734642
YOR212W,YOR212W,16839886
YBR009C,YMR044W,22199229
YBR247C,YDL229W,19536198
YDL128W,YGR295C,16093310
YHR027C,YKL145W,21658604
YNL209W,YOR116C,23332755
YDR449C,YNL224C,29054886
YFR004W,YGL123W,18757749
YBR010W,YJL168C,22343720
YMR032W,YNL152W,11283351
YBR055C,YER172C,16554755
YDL209C,YDR364C,16429126
YCL035C,YNL064C,19536198
YDR309C,YHR107C,14690591
YFL023W,YNL248C,23459708
YGL035C,YJL020C,19841731
YHR090C,YOR244W,12672825
YJL141C,YLR270W,11805837
YBR087W,YGR214W,31062022
YEL030W,YIR039C,19536198
YDR138W,YKL156W,31062022
YDL143W,YHR120W,19536198
YER118C,YGR014W,15256499
YCR060W,YOR310C,16554755
YMR022W,YPR141C,14690591
YFR046C,YIR010W,25213378
YLL024C,YML059C,19536198
YJL143W,YNR017W,25008211
YDL133C,YKR048C,18719252
YJL140W,YLR071C,11555651
YDR507C,YNL178W,31062022
YDL171C,YKL156W,31062022
YJL088W,YKL108W,11805837
YDL075W,YLR074C,16429126
YCR016W,YLL024C,19536198
YCL017C,YLR247C,24155900
YDL156W,YOL133W,22199229
YDL007W,YOR369C,31062022
YNL307C,YPR058W,16319894
YGR162W,YJR133W,26777405
YNL188W,YOR257W,26076691
YBR082C,YER012W,16118187
YJL036W,YOR057W,15263065
YIL031W,YIL061C,23712011
YHR107C,YJR076C,28541184
YIL132C,YLR321C,10688190
YBL087C,YCR031C,31062022
YLR409C,YNL132W,28600509
YIL022W,YNR017W,28011846
YJR032W,YMR186W,9819421
YCL059C,YOR204W,29263326
YEL043W,YEL043W,22875988
YAL038W,YHR119W,26527276
YAL005C,YKL035W,26217697
YAL005C,YDR075W,19536198
YHR200W,YJL191W,17499717
YGL001C,YGR060W,16300994
YIL118W,YJL085W,10207081
YGR145W,YJL033W,24357410
YDL229W,YNR047W,19536198
YJL014W,YJL111W,16762366
YGL137W,YML085C,11805837
YDR167W,YPL011C,10788514
YDL089W,YDR439W,21664583
YIL021W,YJL006C,34543624
YDR032C,YGR130C,18467557
YIL149C,YJL061W,24152732
YHR197W,YLR106C,15528184
YHR033W,YOR351C,21460040
YNL312W,YPL061W,11805837
YIL033C,YJL164C,16319894
YDR432W,YOR310C,14759368
YLR106C,YLR293C,34646016
YGR275W,YLR033W,14759368
YHR027C,YJL014W,18757749
YHR027C,YMR116C,18757749
YLR196W,YLR320W,26849847
YCL069W,YIL004C,16093310
YDR064W,YPL009C,31062022
YGL090W,YOR005C,18458108
YDL185W,YEL023C,16554755
YAL024C,YBR160W,24019491
YDL113C,YJL036W,19591838
YBR135W,YLR079W,16554755
YER064C,YJL179W,19536198
YDR477W,YLL024C,16201971
YJL072C,YPR135W,19661920
YAL005C,YNL036W,32205407
YHR096C,YHR096C,18467557
YDL192W,YPL246C,18467557
YDR330W,YIL148W,18719252
YKL157W,YPL106C,19536198
YGL233W,YJL085W,18946089
YBR081C,YGL066W,18488019
YKR081C,YLR074C,16429126
YER081W,YIL074C,16554755
YNL232W,YOR001W,27345150
YDL040C,YGR285C,19536198
YDR365C,YMR296C,11283351
YIL021W,YLR061W,28043953
YLR378C,YML104C,30682149
YER006W,YKL156W,31062022
YGL099W,YJR074W,30249596
YER008C,YMR183C,28112172
YJR045C,YMR267W,25792736
YCR088W,YDL164C,14737190
YDR240C,YPL178W,24500206
YGL213C,YOR244W,19303850
Q0250,YML030W,22405070
YDL229W,YPR056W,19536198
YGR214W,YPR169W,31062022
YDL075W,YKL092C,31062022
YER178W,YHR030C,11805837
YGL187C,YLR395C,23864706
YJL187C,YKR079C,16319894
YDL006W,YJL128C,14685261
YLL036C,YLR117C,11804584
YBR094W,YDL015C,16093310
YJL138C,YNL244C,11805837
YNR010W,YOR174W,15477388
YDR171W,YLR229C,11805837
YBL072C,YJL109C,31062022
YLR208W,YML001W,23904270
YMR036C,YOR061W,18316413
YDR076W,YER095W,7624345
YLR293C,YNL032W,34646016
YBL016W,YFR039C,16319894
YML104C,YPR099C,11283351
YLR344W,YPL061W,31062022
YHR005C,YKL195W,19182799
YDR080W,YER123W,25411340
YJL095W,YOR107W,16319894
YER151C,YOL109W,16554755
YHR118C,YJR045C,19536198
YJR060W,YNL103W,8665859
YBL002W,YNL262W,11805826
YHR197W,YOR207C,30593915
YDR448W,YPR173C,18719252
YDL229W,YHR016C,19536198
YGL234W,YOR090C,28539364
YHL034C,YIL137C,27580715
YBR107C,YDR421W,17634282
YIL149C,YKL192C,24500206
YGR104C,YHR041C,14759368
YKL143W,YOR096W,29155690
YKL060C,YMR116C,31062022
YDL225W,YDR409W,23712011
YBR072W,YFR028C,11805837
YGL194C,YKL117W,21777812
YML074C,YOL127W,31062022
YDR495C,YML001W,21325627
YHL015W,YNL178W,30609991
YKL215C,YLL026W,11805837
YDR176W,YDR448W,16429126
YLR289W,YOR001W,28539363
YLR095C,YLR293C,34646016
YBR181C,YDL185W,31062022
YOL127W,YOR326W,31062022
YBL085W,YPL158C,32737079
YLR234W,YMR190C,20389284
YER087C,YLR378C,7758110
YBL023C,YBR202W,17895243
YBR143C,YLR429W,16429126
YFR037C,YMR072W,16429126
YOL127W,YOR196C,31062022
YDR510W,YLR295C,11283351
YER073W,YKR016W,21944719
YDR101C,YLR397C,17646390
YOL127W,YPL127C,31062022
YBR081C,YDR392W,21734642
YBR023C,YMR022W,14690591
YHR012W,YOR132W,16554755
YJL008C,YJL014W,20600117
YKL135C,YPL259C,16429126
YBR194W,YHR174W,21386897
YDR507C,YJR076C,12058072
YHL001W,YLR113W,29738528
YBR119W,YCR077C,21558325
YBR057C,YLR399C,22875988
YER090W,YJR070C,18719252
YER125W,YOR018W,24820415
YIL126W,YOL127W,31062022
YBL075C,YMR237W,19536198
YKL047W,YNL209W,16554755
YNL007C,YPL031C,16319894
YPR049C,YPR049C,35118068
YHR019C,YOR276W,29775579
YMR146C,YOR361C,25171412
YAR007C,YJR138W,25719602
YCR068W,YIR038C,18719252
YJR042W,YMR304W,33226341
YAL005C,YDL246C,19536198
YIL105C,YMR068W,15372071
YMR101C,YPL240C,15879519
YMR186W,YNL134C,31399574
YBR126C,YPL240C,26804907
Q0045,YML030W,28490636
YLR180W,YMR116C,31062022
YIR014W,YKL034W,29355480
YMR033W,YPR034W,24531465
YNL002C,YNL002C,25877921
YML025C,YNL178W,31062022
YJL141C,YPL258C,11805837
YKL156W,YML016C,31062022
YDR060W,YHR088W,25877921
YBR142W,YNL002C,11805826
YHR099W,YOR244W,29559617
YJL072C,YPR019W,27397685
YDR172W,YEL030W,19536198
YDL077C,YNL132W,25026036
YDL229W,YMR044W,19536198
YDL115C,YER048C,19536198
YML117W,YPL178W,11805826
YDR510W,YOR032C,18719252
YAL005C,YFR017C,19536198
YEL034W,YLR344W,31062022
YLR328W,YLR328W,18467557
YML012W,YMR022W,14690591
YGR274C,YMR005W,10788514
YBR274W,YPR010C,20489023
YAL003W,YDL229W,27001512
YFR024C,YOR181W,19841731
YDR450W,YGR103W,31062022
YJR045C,YLR008C,19036727
YHR119W,YJR045C,11805837
YDR504C,YJL070C,11283351
YDR280W,YNL251C,16427013
YCL059C,YOR293W,31062022
YMR004W,YMR004W,34524084
YGR252W,YKL062W,14660704
YCL059C,YMR229C,29263326
YDR129C,YOR181W,9024694
YJL080C,YJR094W,27580715
YBL039C,YNL209W,23332755
YLR264W,YOR001W,28539363
YAL016W,YJL020C,19841731
YGL122C,YIL149C,24500206
YMR276W,YOR042W,16554755
YOR078W,YPR137W,16429126
YNL152W,YPL240C,19536198
YDL156W,YLL040C,22199229
YER082C,YGR090W,16429126
YAL023C,YER120W,23237950
YER173W,YNL290W,10660302
YKL079W,YKL179C,22875988
YDL077C,YLR448W,25026036
YBL023C,YLR103C,26305950
YKL049C,YLR249W,21070971
YOL091W,YOR177C,20826607
YGL048C,YKL145W,8628401
YEL037C,YLL039C,28525741
YDL155W,YLR079W,16554755
YBR009C,YOR244W,26420880
YEL030W,YOL086C,19536198
YDL143W,YGL255W,19536198
YHR128W,YNR051C,20508643
YFL021W,YGL011C,11283351
YGL244W,YOL145C,28585565
YMR290C,YOL040C,31062022
YHR052W,YIL133C,12374754
YER146W,YIL149C,24500206
YBL006C,YMR033W,16204215
YCR031C,YDR050C,31062022
YHR056C,YLR424W,14690591
YGR156W,YLR115W,16554755
YER126C,YFL002C,30568249
YGL011C,YGR097W,16554755
YFR052W,YKL145W,10490597
YER177W,YNL209W,23332755
YJL092W,YOR217W,31351878
YHR091C,YLR066W,22940862
YJR006W,YJR043C,11283351
YHR119W,YLR015W,11805837
YCL031C,YPR154W,19841731
YCR031C,YLR354C,31062022
YBR234C,YOR181W,21035341
YBR097W,YIL048W,23904270
YHL015W,YOR119C,31062022
YGL013C,YOR119C,30011030
YGL099W,YPL169C,31115337
YNL241C,YPL106C,19536198
YGR232W,YHR027C,19412159
YGR145W,YKL014C,15226434
YOR341W,YPR010C,11511359
YBL002W,YKL049C,21070971
YDR385W,YOR369C,31062022
YFL039C,YOR197W,30675380
YBL023C,YPL150W,16319894
YDR320C,YJR121W,19536198
YDL200C,YLR109W,11805837
YLL004W,YPR162C,17880717
YDR101C,YNR053C,18559667
YOR361C,YOR361C,9694884
YBR216C,YML007W,12743123
YGL066W,YLL026W,19536198
YLL004W,YPR018W,17825065
YJR074W,YPL198W,30249596
YHR201C,YNL124W,14690591
YDR101C,YGL099W,11805826
YDR295C,YJL106W,16319894
YDL160C,YFL045C,26392412
YMR198W,YPR141C,25313961
YGL018C,YKL191W,19536198
YJL041W,YPL169C,33226341
YGL003C,YGL062W,22189709
YDL077C,YDR182W,25026036
YDL225W,YNR035C,11805837
YBR185C,YPL106C,19536198
YJR074W,YLR226W,30249596
YFR030W,YJL190C,31062022
YGL130W,YPL228W,10572165
YDR388W,YOR181W,10992286
YJL179W,YLR187W,19536198
YDL220C,YJL034W,11805837
YDL156W,YDR505C,22199229
YDL077C,YKL193C,25026036
YGR165W,YPL106C,19536198
YCR012W,YMR186W,15766533
YDL101C,YHR067W,16319894
YDR084C,YDR442W,11283351
YLR335W,YNL189W,16554755
YDR139C,YLR128W,15988528
YNL306W,YPL081W,31062022
YJL050W,YPR144C,29361028
YLL041C,YPL240C,31399574
YCR002C,YNL271C,24133141
YDL075W,YEL034W,31062022
YFL002C,YJR144W,21825077
YBR181C,YPL217C,31062022
YLR293C,YLR347C,19549784
YBR119W,YHR086W,16554755
YLR045C,YLR045C,17634282
YLR448W,YNL002C,23945946
YOL041C,YPL198W,16429126
YAL038W,YLR441C,31062022
YER160C,YFR004W,20170199
YDR079W,YKR016W,21944719
YDR143C,YLR293C,34646016
YER006W,YNL061W,12374754
YGL025C,YLR399C,22875988
YGL189C,YML024W,31062022
YHL025W,YPL016W,7623818
YDR311W,YLR005W,16429126
YDR171W,YGL117W,19536198
YHR172W,YNL188W,25897084
YKR082W,YLL026W,27373154
YER115C,YLR310C,19841731
YIL159W,YLR452C,11940600
YGR180C,YGR180C,11526232
YOL147C,YPL240C,15879519
YAR003W,YHR119W,16429126
YNL007C,YOR258W,19536198
YLR429W,YPL106C,19536198
YDR533C,YNL209W,23332755
YGL137W,YNL064C,11805837
YDL029W,YFR004W,18757749
YDR259C,YNR051C,11283351
YDR369C,YMR224C,25527408
YBR247C,YKL143W,25144938
YJR084W,YOL127W,31062022
YBL022C,YPL240C,31399574
YDL229W,YDR233C,19536198
YAL005C,YDR432W,26217697
YDR496C,YGR252W,21734642
YDR299W,YPL240C,19536198
YPL262W,YPR190C,28096404
YKR008W,YLR357W,14729968
YGR162W,YJL052W,26777405
YBR010W,YOR064C,17142463
YKL130C,YOR326W,17922018
YBR010W,YPL047W,21734642
YGR076C,YHL004W,12392552
YBR101C,YPL240C,19536198
YFR004W,YLR354C,20170199
YGR103W,YLR002C,16429126
YBR217W,YFR004W,11805837
YGL122C,YOL127W,31062022
YIL149C,YPL213W,24500206
YNL233W,YNL289W,19458192
YBR181C,YOR293W,31062022
YBR173C,YOL038W,17911101
YFR002W,YMR179W,25228766
YJL031C,YPR176C,18719252
YKR034W,YKR034W,31454312
YCR009C,YGL123W,31062022
YBR162C,YGR040W,16319894
YDR293C,YOR204W,18467557
YLR002C,YOR206W,11371346
YDR303C,YPR190C,28096404
YFR024C,YLL026W,27373154
YGR162W,YJL014W,26777405
YBL093C,YGR104C,11805826
YMR213W,YPL151C,16429126
YDR328C,YDR328C,16432255
YDR392W,YPL001W,16554755
YEL005C,YMR053C,22875988
YDR068W,YDR483W,16429126
YBL093C,YGR104C,22693636
YHR200W,YKL145W,20941496
YNL086W,YOR174W,11283351
YMR077C,YOL069W,22875988
YDR188W,YOR229W,11805837
YNL209W,YPL088W,19536198
YFL017W,YKL012W,16554755
YKR008W,YLR033W,16554755
YGL216W,YPL075W,17634282
YBL023C,YBR010W,23499444
YGR092W,YKL168C,16242037
YDL051W,YIL030C,16606443
YJL115W,YPL153C,11805837
YMR001C,YMR036C,18022565
YDL003W,YDR014W,27692962
YKL077W,YLR185W,28727280
YDL185W,YMR104C,11805837
YCR031C,YHR088W,29557065
YDR460W,YPR025C,20489023
YCL011C,YGL120C,24452287
YML069W,YPL228W,28396559
YOR269W,YOR269W,18719252
YKL143W,YPL204W,29263326
YBR010W,YLR234W,22199229
YGR163W,YPR036W,28183979
YHR062C,YLL024C,19536198
YBR017C,YDR192C,11387327
YBR034C,YER048C,22997150
YMR154C,YOR362C,11595789
YBR072W,YOR269W,11805837
YBR079C,YPL020C,23712011
YDR140W,YDR140W,33166396
YGR113W,YPL209C,11724818
YDR447C,YGR214W,16429126
YPR019W,YPR135W,19913425
YER154W,YLR203C,32877643
YGR130C,YGR192C,19269952
YJL176C,YNL207W,11805826
YBR181C,YDR320C,19536198
YLR438C,YOR308C,21614000
YAL013W,YMR263W,16429126
YAL005C,YER127W,19536198
YEL030W,YOL001W,19536198
YAR019C,YML064C,30273335
YBR289W,YOR290C,19752191
YDR347W,YJL131C,30927524
YHR041C,YLR071C,10082564
YML067C,YPL265W,28183979
YKL172W,YKR081C,24636992
YDR026C,YPL106C,19536198
YER178W,YIR002C,31569000
YFR004W,YIL075C,22927375
YER125W,YOR212W,21685393
YJL109C,YOR234C,29263326
YGL207W,YMR048W,33963860
YIL103W,YKL191W,23645155
YPL106C,YPL190C,19536198
YDR211W,YPR041W,16990799
YML001W,YPL240C,15879519
YMR022W,YOR307C,14690591
YDR132C,YOR098C,10688190
YDL055C,YPL150W,11805837
YDR362C,YJL050W,30593915
YBR193C,YGL151W,18691966
YDL175C,YNL251C,16427013
YFL042C,YFR051C,22940862
YER023W,YER023W,10688190
YKR062W,YNL209W,23332755
YCR073W,YNL154C,16319894
YBL085W,YCL031C,19841731
YAR002C,YMR123W,18467557
YAR007C,YOR187W,25719602
YDR427W,YHR027C,16554755
YER012W,YFR010W,11029046
YBL006C,YOR360C,29738528
YDR450W,YFR032C,31062022
YCR086W,YDR247W,20489023
YGR209C,YNL209W,23332755
YBR123C,YOR110W,11805826
YDL229W,YPR110C,11805837
YDR281C,YPL240C,15879519
YER118C,YPR032W,22623719
YER029C,YLR147C,9207794
YGR252W,YMR179W,25228766
YIL021W,YPR133C,34543624
YBL103C,YOL108C,11071933
YBR211C,YPL233W,27524485
YIL149C,YKL042W,24500206
YER116C,YER116C,17848550
YCL027W,YLR056W,19841731
YML012W,YMR272C,18467557
YHR114W,YLR127C,19841731
YBL007C,YGR268C,11489916
YBR057C,YGL093W,22875988
YJL143W,YNR017W,9312000
YAR018C,YGL025C,22875988
YKR082W,YLR208W,18046405
YGR169C,YHR064C,19536198
YLR033W,YLR357W,14729968
YER172C,YIR017C,11290703
YJR091C,YOR314W,11283351
YER165W,YML038C,22940862
YDR320C,YIL129C,19536198
YKL080W,YPR036W,23071676
YIL137C,YOR001W,28539363
YDL042C,YDR098C,27085841
YLR378C,YNL180C,30682149
YGL238W,YLR293C,12578832
YBR118W,YOR197W,20624963
YBR160W,YNL225C,21700874
YBR198C,YOL040C,31062022
YDL029W,YOR181W,22615397
YGL061C,YGR113W,17634282
YDL007W,YKL145W,11805826
YDR180W,YJL034W,22875988
YLR167W,YOL087C,11805837
YHR160C,YOR319W,14690591
YCR088W,YFR024C,14737190
YDR285W,YGL180W,22875988
YNL096C,YOR361C,16429126
YDL084W,YML069W,28396559
YGR098C,YPL242C,25822502
YBR272C,YDL097C,11805826
YOR204W,YPL013C,16429126
YGR083C,YOR260W,14759368
YGR262C,YML036W,18951093
YDR171W,YMR229C,19536198
YDL229W,YNL186W,19536198
YIL046W,YLR167W,11805837
YGL075C,YNL084C,22875988
YDL043C,YMR117C,17634282
YFR037C,YLL026W,27373154
YCR031C,YLR312W,31062022
YGR264C,YLR383W,33301732
YFR031C,YIL016W,22635919
YDL147W,YGL004C,19446323
YNL064C,YPL226W,19536198
YNL209W,YPR067W,23332755
YMR303C,YNL068C,11805837
YLL026W,YOL076W,19536198
YLR395C,YMR083W,22940862
YBR167C,YHR062C,11805826
YBL007C,YDL229W,19536198
YDR235W,YDR235W,29051543
YJR082C,YLR259C,19536198
YMR068W,YNL209W,23332755
YNL284C,YNR017W,25124039
YJL061W,YKR082W,16554755
YDL246C,YPL031C,10688190
YDR299W,YMR116C,31062022
YBL100C,YDL229W,19536198
YLR340W,YOR276W,29775579
YNL209W,YPL126W,19536198
YDL185W,YNL106C,22940862
YGL019W,YOL121C,31062022
YKL143W,YPL266W,28111018
YKL179C,YLR106C,22875988
YJR082C,YNL298W,21460040
YMR263W,YOL004W,22543816
YDR372C,YDR483W,18410729
YFR050C,YJL141C,10688190
YHR064C,YOR299W,19536198
YER127W,YPL081W,31062022
YBL026W,YIL066C,10900456
YPR110C,YPR187W,11805837
YDL087C,YKL074C,31485080
YBR181C,YPR108W,31062022
YOR128C,YPR111W,11283351
YGR061C,YPR190C,28096404
YCR031C,YLR449W,31062022
YGL040C,YPL240C,31399574
YFR027W,YLR233C,17245108
YBR267W,YDR101C,19433447
YBR202W,YDR013W,21362622
YDR087C,YER002W,15100437
YOR374W,YPR110C,11805837
YDR162C,YNL298W,21489982
YAL002W,YLR148W,16429126
YMR216C,YNL173C,16319894
YDL135C,YLR229C,9242378
YBL078C,YCR030C,33207182
YHR064C,YIR042C,19536198
YDR328C,YFL009W,15660125
YLR398C,YPL081W,31062022
YDR490C,YNL209W,23332755
YDR129C,YOR276W,29775579
YMR125W,YPL213W,21558325
YDR432W,YPL263C,14759368
YMR047C,YOL146W,11283351
YKL143W,YPL204W,25971801
YDL193W,YDR457W,27552055
YGL153W,YNL214W,18467557
YDR324C,YPL012W,21482668
YGR098C,YHR020W,25822502
YEL051W,YHR039C,12960158
YER021W,YPR108W,19446323
YIL085C,YMR022W,14690591
YAL005C,YDR052C,19536198
YLL024C,YOR290C,19536198
YNL064C,YOR212W,19536198
YHR030C,YNL053W,26786099
YML065W,YOR020C,20595233
YJL098W,YLR249W,16429126
YJR112W,YMR198W,11087867
YCL011C,YKL139W,14769921
YDR496C,YOR061W,18413716
YLR113W,YMR214W,19536198
YLR362W,YNL209W,19536198
YCR071C,YHL004W,12392552
YBL023C,YGR040W,16319894
YBR065C,YPL240C,19536198
YBR118W,YGR211W,16429126
YHR027C,YPL140C,11805837
YER110C,YMR047C,10684247
YBR081C,YFR031C,21734642
YDL126C,YKL213C,20508643
YDR045C,YIL021W,33888559
YER018C,YLR399C,22875988
YGR126W,YLL024C,19536198
YDL209C,YHR165C,11884590
YBR194W,YDR394W,21386897
YIL031W,YPL111W,23403034
YML109W,YML131W,16554755
YBR142W,YLR175W,21558325
YDR432W,YOL121C,31062022
YCR087C,YOR293W,31062022
YDL134C,YPR040W,17846631
YLR354C,YMR186W,31399574
YLL031C,YLR350W,18467557
YGR234W,YPL020C,23403034
YDR381W,YPL169C,27951587
YER125W,YPR084W,15955809
YGL030W,YGR162W,16429126
YJL140W,YNL301C,16429126
YBR200W,YHL007C,11489916
YJR019C,YPL215W,32877643
YCR024C,YJL004C,16093310
YER088C,YIL084C,21730963
YGR195W,YOL021C,28877463
YER133W,YGR103W,20489023
YMR012W,YNL209W,19536198
YLR127C,YNL172W,16554755
YDL185W,YER171W,16429126
YDR347W,YOL040C,31062022
YKL139W,YML112W,33431688
YFR010W,YPR108W,14759368
YDL213C,YMR128W,12150911
YHR088W,YNL110C,29557065
YGR121C,YNL142W,31454312
YKL188C,YKL188C,14759368
YNL016W,YOR001W,28539363
YKL135C,YNL069C,16429126
YJR074W,YPL240C,30249596
YCR081W,YGL151W,26240385
YNL308C,YOR369C,31062022
YKL068W,YKL068W,19345193
YER133W,YGR237C,14660704
YLR399C,YMR052W,22875988
YNL099C,YOR294W,16554755
YFR034C,YFR034C,9443961
YHR135C,YNL165W,16319894
YDR477W,YGR240C,26309257
YJL109C,YNL075W,16429126
YGL120C,YOL127W,31062022
YNL084C,YOR329C,17898076
YDR398W,YJL109C,16554755
YDR087C,YLR447C,11283351
YDL007W,YKL145W,22037170
YBL023C,YPR135W,25697176
YDR323C,YPL240C,15766533
YCL011C,YNL139C,14769921
YGL240W,YKL022C,15797379
YJR064W,YPL151C,11805837
YBR106W,YPL240C,26804907
YKR081C,YPL131W,21926967
YGL105W,YLR247C,16554755
YBR105C,YIL017C,25172955
YLR310C,YNL229C,19841731
YGR156W,YPR107C,11805826
YJR007W,YPR041W,20485439
YJL034W,YOR132W,19536198
YDL126C,YOR369C,31062022
YDL214C,YKR092C,16319894
YHR030C,YLR268W,11283351
YCR009C,YDL140C,33226341
YJL106W,YML065W,29388912
YJL107C,YJR091C,16554755
YBL072C,YLR074C,31062022
YBL064C,YKL085W,31548421
YBL075C,YPR164W,19536198
YDR381W,YDR398W,16554755
YDR385W,YPL235W,16429126
YDL102W,YDR190C,26831523
YKL078W,YLR409C,29054886
YDR023W,YGR162W,26777405
YDL229W,YPR189W,19536198
YER068W,YNL157W,20471941
YHR167W,YNL004W,16554755
YMR075W,YPR023C,16286008
YDR362C,YML127W,30593915
YJL047C,YNL261W,20139071
YBR160W,YMR224C,24553123
YGR113W,YKL052C,32946748
YDR513W,YMR186W,31399574
YBR198C,YDR212W,11805837
YDR346C,YOR061W,18265947
YHL015W,YPL131W,31062022
YBR081C,YDR448W,25216679
YNL016W,YNL209W,19536198
YBR009C,YKR008W,22199229
YJL109C,YOR117W,29263326
YIL020C,YMR116C,28982715
YBL069W,YNL161W,21460040
YCR076C,YOL038W,22362029
YOL106W,YPR182W,10688190
YGL113W,YGL201C,21362622
YBL099W,YDL160C,26392412
YAR019C,YBR160W,33481703
YHR027C,YIL118W,18757749
YLR293C,YNL062C,34646016
YBL092W,YNL124W,15798213
YPR152C,YPR152C,21386897
YBL061C,YDL077C,25026036
YML107C,YNL209W,19536198
YCR014C,YJL008C,11805837
YJL165C,YPR119W,16319894
YDR106W,YMR294W,16291862
YMR072W,YNR017W,25124039
YGR119C,YJL041W,8565072
YDR515W,YMR214W,19536198
YAL005C,YDL157C,32205407
YMR205C,YPL031C,16319894
YLR045C,YML124C,9606209
YDR201W,YKR037C,16554755
YCR088W,YNL106C,15798181
YDL029W,YJL088W,11805837
YJL127C,YLR293C,25228766
YDR043C,YIL035C,16607517
YFR028C,YJL076W,21127052
YGR095C,YOR001W,11805826
YDL106C,YFR034C,12219216
YBR024W,YNL209W,23332755
YER103W,YPL081W,31062022
YKR026C,YOR375C,11805837
YDR422C,YDR477W,13680156
YKL182W,YLR332W,30733383
YER177W,YJL190C,31062022
YIL063C,YJR091C,11283351
