PROTEIN_U,PROTEIN_V,TOPO
YBL008W,YBR289W,0.5043687409266671
YLR113W,YMR172W,0.0
YJL128C,YLR113W,0.0
YLR113W,YOR208W,0.0
YER075C,YLR113W,0.0
YHR030C,YOR208W,0.0
YER075C,YHR030C,0.05269681691622987
YBL016W,YER075C,0.0
YBR017C,YOL123W,0.15913518262616808
YMR080C,YOL123W,0.0
YMR061W,YOL123W,0.038661599302201685
YGL044C,YOL123W,0.17758735504620798
YGL073W,YOR178C,0.0
YBR045C,YOR178C,0.0610026031561279
YER133W,YOR178C,0.07568562060094719
YIL144W,YMR117C,0.21193049804961075
YBR045C,YER054C,0.1275813729736255
YER054C,YER133W,0.19520797489660158
YER054C,YML016C,0.0
YER133W,YLR263W,0.0
YBR050C,YER133W,0.025095591149327915
YER133W,YKL193C,0.11031780686338678
YBL007C,YER133W,0.021661249824352295
YER133W,YOL091W,0.0
YDR168W,YPL240C,0.10127884425096956
YMR186W,YPL240C,0.333140981297388
YKL117W,YPL240C,0.23500461285159543
YOR036W,YPL240C,0.0
YAL005C,YPL240C,0.05442216904270215
YLL024C,YPL240C,0.054485417798684155
YLR362W,YPL240C,0.0837472602615868
YOR027W,YPL240C,0.40367230401731835
YCL032W,YMR117C,0.0
YDR103W,YER132C,0.0
YCL032W,YDR103W,0.19196516527397167
YDR103W,YGR179C,0.0
YAL041W,YOR212W,0.12218493086074216
YHR084W,YPL049C,0.3970070089285524
YLR319C,YLR362W,0.19910466050043255
YLR384C,YOR151C,0.3917661082331228
YLR384C,YPL086C,0.5828997686655593
YGR200C,YLR384C,0.5828997686655591
YIL021W,YLR384C,0.37109069338013606
YJL140W,YLR384C,0.37980506419067883
YBR154C,YLR384C,0.3091257581131018
YDL140C,YLR384C,0.33921574913407027
YLR384C,YPR187W,0.26088387198443624
YDL088C,YLR347C,0.0
YLR347C,YOR185C,0.19637401404399585
YIL149C,YLR347C,0.0
YER009W,YLR347C,0.4536871161153758
YKL068W,YLR347C,0.28601115605006033
YLR347C,YMR047C,0.31912797955791433
YGL092W,YLR347C,0.3035931191465364
YLR347C,YOR098C,0.2527430356991669
YGR119C,YLR347C,0.3642672843701809
YJL034W,YMR297W,0.0
YJL034W,YOR254C,0.0
YPL253C,YPR141C,0.0
YDL108W,YOR151C,0.09906628481336405
YDL108W,YDL140C,0.07485294212847603
YDL108W,YDR460W,0.41317808928997335
YGR040W,YPL049C,0.3583716774486576
YDR480W,YGR040W,0.3431753770737843
YGL178W,YGR040W,0.04644614662997601
YGL178W,YLR452C,0.03219462282697909
YJR050W,YPL213W,0.0
YIR009W,YPL213W,0.2749705655842402
YHR024C,YLR163C,0.2239197894927712
YDL056W,YHR206W,0.0
YMR042W,YMR043W,0.28407181949236937
YML099C,YMR043W,0.260075101348261
YDR173C,YMR043W,0.2026547842431152
YML099C,YMR042W,0.3942027669418896
YDR173C,YMR042W,0.2628018446279264
YDR207C,YMR042W,0.2215536021336772
YDR207C,YML099C,0.2259411513969243
YBL023C,YLR103C,0.3047460204689375
YBL023C,YLR274W,0.38390255239574056
YBL023C,YIL150C,0.38228463980942706
YBL023C,YEL032W,0.5781791844496044
YEL032W,YLR274W,0.5177815839650728
YEL032W,YIL150C,0.5580745328978152
YBR202W,YIL150C,0.48203241958760973
YIL046W,YJL187C,0.020696795176420358
YIL046W,YNL103W,0.19682984122355107
YDL132W,YIL046W,0.29169807153415184
YIR017C,YNL103W,0.14959148345350562
YDR477W,YGL035C,0.0
YBL105C,YOR231W,0.0
YHR030C,YOR231W,0.1149275200126803
YLL021W,YOR231W,0.13413036871811626
YLR313C,YOR231W,0.0
YLL021W,YPL140C,0.11182886785492573
YLR313C,YPL140C,0.0
YLR035C,YMR167W,0.14139856854823063
YMR167W,YPL164C,0.11043164567772758
YMR167W,YOL090W,0.13830664237804635
YMR167W,YNL082W,0.15891704374347226
YBR088C,YMR167W,0.14916558093702453
YBR088C,YLR035C,0.10698074994448384
YER148W,YPL082C,0.07763901311896143
YMR224C,YNL250W,0.21160802125324116
YDR369C,YMR224C,0.39033428726360203
YKL117W,YOR027W,0.457032387400778
YBR091C,YDL217C,0.629736196656776
YCR092C,YOL090W,0.2857649169878655
YDR097C,YOL090W,0.31308615869616213
YML095C,YOL090W,0.2577158258884622
YMR201C,YOL090W,0.20301095941803712
YOL090W,YPL022W,0.2059803098956075
YER171W,YOL090W,0.0880702622402946
YIL143C,YOL090W,0.04198590586133078
YCR092C,YDR097C,0.28607131775486205
YDL154W,YFL003C,0.0
YHR165C,YLR116W,0.0378382235192199
YDR335W,YGL035C,0.0
YDR335W,YFR002W,0.2812146044831026
YDR335W,YMR047C,0.3563189773073945
YDR335W,YGL092W,0.3971787649800982
YFL036W,YMR228W,0.0
YKL013C,YMR109W,0.4197962193786747
YBR234C,YMR109W,0.44906848897889984
YMR109W,YOR181W,0.4155229117306749
YLR362W,YMR186W,0.20798397435243
YLL021W,YLR362W,0.1898231497601866
YLR313C,YLR362W,0.0
YDR477W,YOR047C,0.0
YER148W,YOR047C,0.0
YDR086C,YLR378C,0.0
YBR112C,YDR043C,0.0
YER171W,YLR005W,0.0
YDR311W,YLR005W,0.10534382067067175
YLR006C,YNR031C,0.26511817930766746
YMR080C,YNL112W,0.0
YMR080C,YNL118C,0.07683664853419285
YHR077C,YMR080C,0.25706719444922094
YHR170W,YMR080C,0.0
YLR363C,YMR080C,0.0
YJR132W,YMR080C,0.0
YIL061C,YMR080C,0.0
YAL009W,YHR004C,0.0
YDR176W,YHR041C,0.327667758433253
YDR176W,YDR308C,0.22547567116368508
YDR176W,YGR274C,0.4371946349406341
YFR002W,YIL149C,0.0
YFR002W,YJL041W,0.3102644916758335
YFR002W,YGL172W,0.38702270611689843
YFR002W,YGR119C,0.4090668742815119
YFR002W,YML103C,0.23174165284346637
YFR002W,YJL039C,0.10293930586609028
YFR002W,YMR308C,0.287494738697
YHR077C,YLR263W,0.0
YHR077C,YNR023W,0.0
YDR464W,YHR077C,0.0
YBR270C,YHR077C,0.0
YHR077C,YKL023W,0.0
YIL038C,YPR072W,0.7114468869284504
YGL172W,YJL041W,0.33354752802858983
YJL041W,YKL205W,0.08223689947411096
YER009W,YJL041W,0.25757778855886465
YJL041W,YJL061W,0.20258220039595848
YJL041W,YMR308C,0.3517072132879304
YDR159W,YJL041W,0.0
YDR395W,YJL041W,0.2780634590096714
YER009W,YOR185C,0.40631680981001117
YER009W,YGL092W,0.07055713135409396
YER009W,YOR098C,0.15544990561291372
YIR017C,YJR060W,0.11952142506420445
YHR161C,YIR006C,0.0
YJL157C,YOR212W,0.2306260491568678
YLR293C,YLR335W,0.4058324112638051
YHR129C,YMR294W,0.1809675804706011
YOL090W,YOR033C,0.07882358628848096
YDR335W,YJL061W,0.07013303271564522
YIL109C,YLR078C,0.3263529573503812
YLR249W,YPR080W,0.022972749621782033
YBR118W,YLR249W,0.022972749621782036
YBR160W,YMR199W,0.1895124030330471
YLR229C,YOR127W,0.2613396460012372
YGR072W,YHR077C,0.18457871024459557
YLR182W,YPL256C,0.2349464329443852
YGR218W,YLR293C,0.19260175377085545
YGL043W,YJR132W,0.0
YOL051W,YPL248C,0.3115208386325199
YFL037W,YML085C,0.6451545279650107
YDL207W,YMR255W,0.3473301252625482
YBR289W,YOR038C,0.5266997898770654
YER133W,YIL033C,0.0
YIL150C,YPR019W,0.4350366967528844
YDR335W,YML103C,0.18686202915421005
YFR002W,YMR129W,0.21994511225409188
YHL007C,YLR229C,0.3769225076103751
YDL140C,YGL043W,0.0
YKL109W,YOR358W,0.0
YDR335W,YOR098C,0.053455523334037275
YBR198C,YDR167W,0.6849661217521346
YER011W,YLR347C,0.03448682355597888
YKL196C,YOR106W,0.5509976461001173
YDR356W,YOR257W,0.0
YGR167W,YHR161C,0.06502257966974592
YJL194W,YPR162C,0.8390151086427008
YLR216C,YNL330C,0.0
YBL007C,YNL084C,0.1063426983890804
YDL005C,YOL051W,0.6889975653815553
YDR211W,YLR291C,0.6398309512576402
YBR009C,YDR225W,0.4226842590402459
YDR225W,YNL030W,0.4226842590402458
YBR010W,YCR084C,0.16483359764399622
YCR084C,YNL031C,0.16483359764399624
YDR224C,YJL081C,0.3482789130310322
YBL007C,YDR172W,0.0
YBR143C,YMR080C,0.09806633659917742
YEL032W,YLR103C,0.5028700304702867
YGR072W,YMR080C,0.20252226722120226
YBR127C,YDL185W,0.4180108042997046
YFR034C,YLR293C,0.03548686546478865
YMR294W,YPL174C,0.19659907816499936
YJL034W,YPL187W,0.0
YJL034W,YMR214W,0.20112938901285768
YNL082W,YOL090W,0.19390229556569316
YER009W,YLR335W,0.23801827821976107
YGR218W,YIL063C,0.2651904094795415
YDR335W,YFR034C,0.0376001328420912
YJR007W,YOR260W,0.5536297664539396
YBR010W,YJL081C,0.23522598786243085
YJL081C,YNL031C,0.23522598786243085
YJL061W,YOR098C,0.19958627911474128
YDR192C,YER107C,0.018820657493778654
YBR198C,YGL112C,0.741713388773987
YDL232W,YGL022W,0.636790651444232
YJL176C,YOR290C,0.650624719982021
YFL005W,YPR017C,0.28034672005123085
YDL140C,YJL140W,0.5846938050981831
YLR119W,YMR235C,0.0
YBL035C,YNL102W,0.2111288725955707
YJL124C,YML088W,0.0
YBL026W,YIL132C,0.0
YBL026W,YLR126C,0.0
YBL026W,YPL115C,0.0
YLR281C,YLR438C-A,0.0
YER112W,YJL155C,0.0
YER146W,YIL038C,0.0
YDR378C,YJR022W,0.6624427098592012
YDR378C,YLR053C,0.0
YJR022W,YLR143W,0.0
YDR192C,YOR160W,0.09513653275757124
YER148W,YKL058W,0.09638897276681219
YER112W,YJR138W,0.19705817157272904
YER146W,YJL084C,0.0
YER146W,YPR010C,0.0
YCR077C,YDR378C,0.564184573128929
YNL118C,YOR124C,0.0
YER009W,YNL189W,0.23435206015486276
YDR356W,YPL124W,0.14975898301925447
YDR356W,YKL042W,0.17762239809552038
YKL042W,YNL225C,0.1315257944709011
YNL225C,YOR373W,0.09933981809071576
YBR017C,YOR098C,0.03934267330780106
YGL016W,YOR098C,0.0
YOR098C,YOR160W,0.09737663014429193
YOR098C,YPL174C,0.09615913985860038
YJR132W,YOR098C,0.041385616826133446
YDR395W,YOR098C,0.1368745311637015
YMR308C,YOR098C,0.15431247115093938
YGL016W,YOR185C,0.0
YGL016W,YLR335W,0.030261373674536785
YGL016W,YOR194C,0.31195598584301787
YGL016W,YKL058W,0.31195598584301787
YJL143W,YJR045C,0.03203859045061185
YJR045C,YNR017W,0.0460738540461968
YFL016C,YJR045C,0.31406675267452633
YAL005C,YOR160W,0.14160752161834275
YIL115C,YOR046C,0.19332645696094541
YIL115C,YOR160W,0.05642780071000023
YIL115C,YJR132W,0.0
YIL115C,YJL061W,0.23961090773839286
YER107C,YMR047C,0.03148455457175453
YDR192C,YNL189W,0.1388465637177026
YER107C,YNL189W,0.03460410382334429
YBR017C,YGR119C,0.050915783901319636
YER110C,YGR119C,0.17045867307220716
YGR119C,YOR160W,0.0
YER105C,YJL061W,0.0
YBL079W,YJL061W,0.08135718206435977
YGL238W,YNL189W,0.025819809329195215
YDR002W,YGL097W,0.32201823667357854
YDR392W,YER148W,0.15260171738357567
YER161C,YHR166C,0.0480184788634818
YER047C,YER161C,0.019252516106305458
YEL009C,YER148W,0.48496007956726056
YBR060C,YML065W,0.8256577168234754
YLL004W,YML065W,0.8376908097105157
YML065W,YPR162C,0.8376908097105156
YML065W,YNL261W,0.8376908097105156
YHR118C,YML065W,0.8256577168234754
YKR101W,YML065W,0.04182783001186546
YML065W,YML109W,0.03551844150706667
YBR060C,YLL004W,0.8454395584656113
YBR060C,YPR162C,0.8454395584656113
YBR060C,YNL261W,0.8454395584656113
YBR060C,YHR118C,0.8296522994134805
YLL004W,YPR162C,0.8424755314392905
YLL004W,YNL261W,0.8424755314392905
YHR118C,YLL004W,0.8454395584656113
YNL261W,YPR162C,0.8424755314392905
YHR118C,YPR162C,0.8454395584656113
YHR118C,YNL261W,0.8454395584656113
YJL002C,YOR103C,0.74288233696599
YJL002C,YOR085W,0.7430278195082343
YGL226C-A,YJL002C,0.74288233696599
YGL022W,YJL002C,0.7068155107938479
YJL002C,YMR149W,0.4779356500030483
YEL002C,YJL002C,0.5145201375181653
YOR085W,YOR103C,0.7991613484186666
YDL232W,YOR103C,0.707161653582392
YGL226C-A,YOR103C,0.7953136338918794
YEL002C,YOR103C,0.5086765789945029
YDL232W,YOR085W,0.7071790610286881
YGL226C-A,YOR085W,0.7991613484186667
YGL022W,YOR085W,0.7548905395878375
YMR149W,YOR085W,0.44858566501447844
YEL002C,YOR085W,0.5064913468983095
YDL232W,YGL226C-A,0.707161653582392
YDL232W,YMR149W,0.5580274777424015
YDL232W,YEL002C,0.5155167975747557
YGL022W,YGL226C-A,0.7516844928668486
YEL002C,YGL226C-A,0.5086765789945029
YBR152W,YGR075C,0.2696253104694448
YBR198C,YHR041C,0.23664036824339146
YAL047C,YLR045C,0.33633529207950125
YLL021W,YNL271C,0.03385869398202128
YLL021W,YLR319C,0.20324020665785222
YER149C,YLL021W,0.0
YER165W,YPR159W,0.022515429644530828
YER165W,YGR178C,0.0
YDR228C,YER165W,0.1334528095240329
YER165W,YMR061W,0.08420695651179587
YER165W,YGL044C,0.1930485469066142
YBL105C,YER165W,0.0
YAL059W,YER165W,0.0
YGL094C,YIR006C,0.0
YBL007C,YIR006C,0.11372370781736728
YJR093C,YKR002W,0.8679658253082376
YGR048W,YKR002W,0.03016888728044415
YDR301W,YKR002W,0.8262786124629051
YKR002W,YLR115W,0.8805002828051073
YAL043C,YKR002W,0.8688296757038891
YKR002W,YLR277C,0.8204739890061042
YKR002W,YPR107C,0.8226819167320686
YDR073W,YOR290C,0.0
YJL128C,YLR362W,0.0
YER118C,YJL128C,0.0
YLR191W,YNL214W,0.6079111512957145
YDR244W,YLR191W,0.5059099378676262
YDR142C,YLR191W,0.4124199073637355
YGL153W,YNL214W,0.685977127783067
YDR244W,YGL153W,0.6264917746142128
YDR142C,YGL153W,0.4335694196279285
YDR244W,YNL214W,0.599060517108106
YDR142C,YNL214W,0.4851831461680068
YDL065C,YDR329C,0.0
YDR244W,YML042W,0.11766154902802772
YDR142C,YDR244W,0.45162559712056943
YDR244W,YGR077C,0.0
YFR034C,YOL001W,0.0
YFR034C,YPR086W,0.12014188877867762
YHR030C,YPL089C,0.0
YHR030C,YLL021W,0.13414942093554788
YBL061C,YNL233W,0.0
YBL061C,YBR023C,0.0
YDR328C,YOL133W,0.28585112531912493
YDR227W,YOR191W,0.0
YDR227W,YMR284W,0.15833990525398475
YJR052W,YLR442C,0.038817211198293906
YDR422C,YGL115W,0.12744177136384544
YNL330C,YOL004W,0.6252217658944298
YNL309W,YOL004W,0.0
YMR053C,YOL004W,0.0
YDR169C,YOL004W,0.0
YKL072W,YOL004W,0.0
YBR171W,YLR292C,0.46027499895247725
YLR292C,YOR254C,0.2638620623854516
YBR171W,YOR254C,0.35053659975474694
YER136W,YFL005W,0.20352093619103778
YFL005W,YNL272C,0.0
YGR009C,YPL232W,0.5252860547523792
YAL030W,YGR009C,0.0
YBL050W,YGR009C,0.08164100332258205
YBR080C,YOR036W,0.0
YKL117W,YMR186W,0.33721411141910534
YBL103C,YOL067C,0.08735818416576006
YAL041W,YGR152C,0.45905424717001875
YER125W,YMR275C,0.0
YJL025W,YMR270C,0.0
YER148W,YMR270C,0.0
YGL048C,YOR259C,0.6024135379055718
YBR236C,YDL140C,0.07485294212847603
YDL140C,YLR418C,0.2717867729724878
YBR279W,YDL140C,0.21851368637886148
YDL140C,YKR062W,0.08960940648507898
YDR418W,YOL039W,0.0
YEL054C,YOL039W,0.0
YDL130W,YDR418W,0.25106858294692896
YDL130W,YEL054C,0.25106858294692896
YDL081C,YDR418W,0.0
YDL081C,YEL054C,0.0
YIR012W,YLR075W,0.0
YJL140W,YOR151C,0.653181575869814
YBR154C,YOR151C,0.543741900972423
YIL021W,YJL140W,0.6386333630297701
YBR154C,YJL140W,0.6103021130118061
YBR126C,YFL033C,0.0
YGR032W,YPR165W,0.0
YBL105C,YPR165W,0.08254742095674794
YDL135C,YPR165W,0.0
YHR206W,YPR165W,0.0
YAR007C,YML032C,0.487036835584059
YDR028C,YER133W,0.108083875380635
YNL216W,YPL075W,0.0
YDR217C,YPL153C,0.2723485331088962
YBR114W,YJR052W,0.1589378671034783
YER171W,YIL143C,0.058955502757501374
YML095C,YPL022W,0.4326822279522976
YMR201C,YPL022W,0.2800814495075966
YKL068W,YMR308C,0.20246367329525253
YMR047C,YMR308C,0.30627485556683937
YGL092W,YMR308C,0.2734952969807348
YMR153W,YMR308C,0.15895144112891332
YMR146C,YOR361C,0.6732956796299419
YDR429C,YOR361C,0.7431938178070587
YDL043C,YKL074C,0.0
YKR072C,YML016C,0.0
YAL021C,YNR052C,0.5334352595211537
YDL102W,YJR043C,0.15893958744961037
YJR043C,YNL102W,0.0
YBR088C,YJR043C,0.0
YBR088C,YOR217W,0.30127387594944804
YBR088C,YJR068W,0.34400491862003596
YBR088C,YNL290W,0.35476304248559876
YBR088C,YOL094C,0.38725470835245074
YBR087W,YBR088C,0.4130376824933589
YNL262W,YPR175W,0.5528841211649622
YNL102W,YNL262W,0.08687917333718866
YIR008C,YNL262W,0.13557334935641036
YJL143W,YNR017W,0.20810329413240025
YIL022W,YNR017W,0.02664044800837433
YGR082W,YNL131W,0.23840938117441554
YGR082W,YMR203W,0.23840938117441554
YJL143W,YMR203W,0.31787917489922074
YJL143W,YNL131W,0.4487744503605169
YAL019W,YJL124C,0.0
YBR214W,YJL124C,0.0
YBR274W,YJL124C,0.0
YCR077C,YJL124C,0.6879938471199832
YDL013W,YJL124C,0.09887305465216539
YDL175C,YJL124C,0.15057878321713572
YDR002W,YJL124C,0.0
YDR422C,YJL124C,0.0
YEL060C,YJL124C,0.0
YER028C,YJL124C,0.0
YGL207W,YJL124C,0.0
YGR158C,YJL124C,0.08824901980624661
YIL042C,YJL124C,0.0
YIL048W,YJL124C,0.1730968802603667
YJL124C,YJR143C,0.0
YJL124C,YKL173W,0.22966662275991515
YJL124C,YKR026C,0.0643853125563783
YJL124C,YLR003C,0.0
YJL124C,YLR362W,0.0
YJL124C,YMR056C,0.0
YJL124C,YNL032W,0.0
YJL124C,YNL163C,0.0
YJL124C,YOR109W,0.0
YJL124C,YOR147W,0.0
YJL124C,YOR320C,0.2104561950389573
YJL124C,YPL016W,0.0
YJL124C,YPL084W,0.09121896533194969
YJL124C,YPL152W,0.09397330960187546
YAR003W,YBL026W,0.013825347319786841
YBL026W,YBL066C,0.03996321740476463
YBL026W,YCR066W,0.05800858362828768
YBL026W,YCR077C,0.5972341876276135
YBL026W,YDL175C,0.11027408090383949
YBL026W,YDR440W,0.0
YBL026W,YEL015W,0.3533270652270341
YBL026W,YER025W,0.043142526539285554
YBL026W,YGL173C,0.32499679441277407
YBL026W,YGL185C,0.0
YBL026W,YGR077C,0.0
YBL026W,YIL048W,0.12107491464021009
YBL026W,YIL066C,0.13134338696262096
YBL026W,YJL157C,0.03976240243521253
YDR386W,YER112W,0.061204018339500184
YCR077C,YLR438C-A,0.5241373457163855
YBL026W,YLR120C,0.0
YBL026W,YMR066W,0.0
YBL026W,YMR207C,0.0
YBL026W,YMR237W,0.0
YBL026W,YNL118C,0.43444975849371403
YBL026W,YOL102C,0.0
YBL026W,YOL162W,0.0
YBL026W,YOL163W,0.0
YBL026W,YOR017W,0.0
YBL026W,YOR043W,0.0
YBL026W,YOR191W,0.0
YBL026W,YPL042C,0.0
YBL026W,YPL119C,0.0
YBL026W,YPL249C-A,0.0
YBL026W,YLR128W,0.0
YBL026W,YNL264C,0.0
YBL026W,YNL287W,0.0
YBL026W,YPR032W,0.0
YBR289W,YER112W,0.0
YCR077C,YER112W,0.5796862694878506
YDL043C,YER112W,0.1178925655248801
YDL145C,YER112W,0.06677614779588646
YDR289C,YER112W,0.0
YDR452W,YER112W,0.0
YER112W,YER124C,0.0
YER112W,YGL173C,0.32304217393714724
YER112W,YIL029C,0.0
YJL124C,YLR438C-A,0.6107048230920047
YBL026W,YLR438C-A,0.6201993703700256
YBR108W,YLR438C-A,0.0
YCR066W,YLR438C-A,0.0442805353795107
YDL013W,YLR438C-A,0.08108130541187618
YDL240W,YLR438C-A,0.0
YJR022W,YLR438C-A,0.7678660085743343
YJR138W,YLR438C-A,0.1493594755143077
YKR099W,YLR438C-A,0.0
YLR067C,YLR438C-A,0.0
YLR438C-A,YMR142C,0.0
YLR438C-A,YOR096W,0.0
YLR438C-A,YPL084W,0.05535046482255274
YER112W,YJL110C,0.0
YER112W,YKL209C,0.06676336448920331
YER112W,YLL032C,0.0
YER112W,YLR386W,0.0
YER112W,YNL091W,0.0
YER112W,YNL118C,0.3866658067327078
YER112W,YNL199C,0.0
YER112W,YOL004W,0.0
YER112W,YOL149W,0.609851021062712
YER112W,YOR195W,0.0
YER112W,YOR219C,0.0
YCR024C,YER146W,0.0
YDL112W,YER146W,0.0
YDR110W,YER146W,0.0
YER025W,YER146W,0.06630745476052036
YER112W,YER146W,0.660179855248421
YER131W,YER146W,0.0
YER146W,YFL066C,0.10806267765072812
YER146W,YGR210C,0.0
YER146W,YHL008C,0.0
YER146W,YLR058C,0.0
YER146W,YJL124C,0.6959296628567907
YER146W,YJR138W,0.1805680321913216
YER146W,YKL209C,0.06614796732211303
YER146W,YKR026C,0.07903784960049988
YER146W,YLR275W,0.3365699105636429
YER146W,YMR268C,0.5065455245619521
YER146W,YOR201C,0.0
YER146W,YPR184W,0.05445830000725361
YDR378C,YGL251C,0.0
YDR378C,YJL139C,0.0
YDR378C,YLR275W,0.37404310640442145
YDR378C,YLR438C-A,0.6723124274144904
YDR378C,YMR221C,0.0
YDR378C,YMR268C,0.49846729648976273
YDR378C,YNL147W,0.7023959622496828
YDR378C,YOR320C,0.16844256907362515
YCR077C,YNL147W,0.5880371938654542
YDL077C,YNL147W,0.0
YLR438C-A,YNL147W,0.6691306341802338
YMR268C,YNL147W,0.48724609436664323
YNL147W,YPR178W,0.3455391399844774
YBR034C,YJR022W,0.06385976467130434
YBR044C,YJR022W,0.0
YCR020C-A,YJR022W,0.05734377089966194
YCR107W,YJR022W,0.0
YDR127W,YJR022W,0.0
YDR135C,YJR022W,0.0
YDR184C,YJR022W,0.0
YGL028C,YJR022W,0.0
YJL004C,YJR022W,0.0
YJL020C,YJR022W,0.0
YJR022W,YKR021W,0.0
YJR022W,YLL015W,0.0
YJR022W,YLR133W,0.0
YJR022W,YMR205C,0.034787222399853664
YJR022W,YMR268C,0.38491814993962814
YJR022W,YNL227C,0.0
YJR022W,YNL242W,0.0
YJR022W,YNL329C,0.0
YJR022W,YOL031C,0.0
YJR022W,YOL140W,0.0
YJR022W,YPR178W,0.5294368633340891
YCR077C,YDR141C,0.0
YCR077C,YDR389W,0.0
YCR077C,YER115C,0.03282631493008127
YCR077C,YGL143C,0.0
YCR077C,YML109W,0.05174083528645658
YCR077C,YMR002W,0.0
YCR077C,YMR288W,0.0
YCR077C,YNL118C,0.40027923077394156
YCR077C,YNR027W,0.0
YCR077C,YNR053C,0.06973558415742355
YBL061C,YEL015W,0.0
YBL066C,YEL015W,0.0679163874300265
YEL015W,YER124C,0.0
YEL015W,YGL173C,0.22995323146490002
YEL015W,YGR116W,0.11252738376860062
YEL015W,YJR140C,0.0
YAR009C,YNL118C,0.0
YBL034C,YNL118C,0.0
YBL037W,YNL118C,0.0
YBL045C,YNL118C,0.045738181736207056
YBL054W,YNL118C,0.0
YCR076C,YNL118C,0.0
YDL116W,YNL118C,0.0
YGL014W,YNL118C,0.0
YGL049C,YNL118C,0.0
YGL173C,YNL118C,0.39435091281450513
YGR116W,YNL118C,0.1265597474422633
YHR186C,YNL118C,0.0
YIR014W,YNL118C,0.0
YIR024C,YNL118C,0.0
YKL133C,YNL118C,0.0
YKR031C,YNL118C,0.0
YKR054C,YNL118C,0.0
YLL001W,YNL118C,0.049762696649974694
YLR451W,YNL118C,0.0
YML099C,YNL118C,0.0
YML112W,YNL118C,0.0
YNL118C,YOL151W,0.0
YCR088W,YNL298W,0.08607333005509213
YCR088W,YOR284W,0.3680997704950248
YBR234C,YJR065C,0.7941355075881434
YJR065C,YOR181W,0.12967283064787935
YDL140C,YER125W,0.26830567640322533
YBR181C,YER146W,0.0
YER146W,YPL090C,0.0
YGL022W,YOR103C,0.7516844928668486
YMR019W,YOL004W,0.0
YKL045W,YNL262W,0.0
YBL026W,YPR184W,0.0563086539379961
YFL066C,YNL147W,0.09832817069209815
YNL118C,YOR023C,0.0
YKL042W,YPL124W,0.29835194699993645
YDR395W,YIL115C,0.27535791989532366
YBR198C,YER148W,0.5513741125724789
YDL232W,YJL002C,0.6812033092742054
YEL002C,YMR149W,0.5991942367233548
YDL065C,YML042W,0.1483960380710527
YHL031C,YLR026C,0.13124898089303763
YDR382W,YDR418W,0.2328563009395814
YDR382W,YEL054C,0.2328563009395814
YER162C,YJR052W,0.3665280998255057
YJR006W,YJR043C,0.15893958744961037
YDR378C,YJL124C,0.6553084784055802
YDL029W,YJR065C,0.3356170253613563
YDR388W,YNL138W,0.13111312928564092
YBL026W,YMR268C,0.4368095673908517
YER112W,YLR275W,0.33913626905997596
YER146W,YLR438C-A,0.6701933004388427
YJR022W,YLR430W,0.05186103518564369
YEL015W,YLR082C,0.05213445787410158
YOR194C,YPR086W,0.2733138468553583
YGL058W,YGR184C,0.0
YBL079W,YOR098C,0.09475764907486932
YBR017C,YDR192C,0.10580683333325282
YBR198C,YMR236W,0.7219205996730589
YGL226C-A,YMR149W,0.4495571857661144
YER148W,YOR194C,0.0963889727668122
YKL058W,YPR086W,0.2733138468553583
YGL153W,YLR191W,0.6204165322187403
YDR164C,YNR049C,0.0
YDR171W,YNL216W,0.0
YML032C,YNL312W,0.30179697947272677
YJL173C,YML032C,0.4604418402551128
YCR024C-A,YJL124C,0.0
YJL124C,YMR250W,0.0
YBL026W,YCR020C-A,0.06869624562508758
YBL026W,YLR039C,0.0
YDR082W,YER112W,0.0
YDR485C,YER112W,0.0
YCR077C,YER146W,0.5677899660976778
YER146W,YIL048W,0.1386377604013939
YER146W,YOR320C,0.18893528609188895
YER146W,YPL152W,0.07196985627281816
YEL023C,YJR022W,0.0
YEL015W,YER032W,0.0
YNL118C,YOR093C,0.0
YMR149W,YOR103C,0.4495571857661145
YHR178W,YOL004W,0.0
YCR024C-A,YGL008C,0.0
YIL112W,YNL147W,0.0
YNL118C,YPR160W,0.057321278528892634
YBL026W,YDR166C,0.0
YIL002C,YLR399C,0.0
YBR160W,YPL014W,0.09003091931342831
YOR039W,YPL174C,0.0
YKR077W,YPR120C,0.05308200815493046
YJL184W,YMR052W,0.0
YDR373W,YGL153W,0.0
YCL027W,YML058W,0.0
YDR179C,YHR005C,0.0
YGL181W,YIL122W,0.0
YIL046W,YOR207C,0.0
YBL058W,YOR098C,0.0
YMR096W,YOR098C,0.0
YKL020C,YOR098C,0.0
YMR257C,YOR197W,0.0
YGR123C,YMR008C,0.0
YHR027C,YNL244C,0.06301686862972239
YDL123W,YHR027C,0.0
YDR388W,YGR268C,0.13073866528461636
YDR388W,YJR083C,0.04677878000809084
YDR388W,YMR192W,0.09937478861714401
YDR388W,YNL086W,0.0
YDR388W,YNL094W,0.30484558636630743
YBR173C,YGL011C,0.1018468161581714
YMR190C,YNL088W,0.0
YBR114W,YMR190C,0.1445212646944168
YLR234W,YMR190C,0.3265123984749409
YBL050W,YER101C,0.0
YBL050W,YLL009C,0.0
YBL050W,YBR272C,0.0
YBL050W,YOL135C,0.0
YBL050W,YOR158W,0.0
YBL050W,YIL084C,0.0
YBL050W,YOR307C,0.0
YBL050W,YKL173W,0.044748245833736024
YBL050W,YDR160W,0.0
